cdp	depth	vel
58.0	6.8	830.0224977949886
58.0	7.8	928.3218644369445
58.0	8.8	1137.855208404722
58.0	9.8	1430.9260769347677
58.0	10.8	1540.6665129971595
58.0	11.8	1675.4048013671052
58.0	12.8	1768.0667830721213
58.0	13.8	1793.1324607746574
58.0	14.8	1828.5731254454201
58.0	15.8	1687.229008630424
58.0	16.8	1561.1798960853248
58.0	17.8	1486.6098414033745
58.0	18.8	1467.7181034320924
58.0	19.8	1479.2815921700308
58.0	20.8	1373.407417204272
58.0	21.8	1302.1866053646522
58.0	22.8	1287.2329295071097
58.0	23.8	1292.6280889946313
58.0	24.8	1304.188798352696
58.0	25.8	1277.8266665730566
58.0	26.8	1285.4392692711424
58.0	27.8	1226.222784553526
58.0	28.8	1155.1904333602001
58.0	29.8	1114.962072217591
59.0	1.8	388.1580380990911
59.0	2.8	424.9160861591181
59.0	3.8	551.4997093342714
59.0	4.8	625.5996735885345
59.0	5.8	698.4220480591752
59.0	6.8	830.0224977949886
59.0	7.8	928.3218644369445
59.0	8.8	1137.855208404722
59.0	9.8	1430.9260769347677
59.0	10.8	1540.6665129971595
59.0	11.8	1675.4048013671052
59.0	12.8	1768.0667830721213
59.0	13.8	1793.1324607746574
59.0	14.8	1828.5731254454201
59.0	15.8	1687.229008630424
59.0	16.8	1561.1798960853248
59.0	17.8	1486.6098414033745
59.0	18.8	1467.7181034320924
59.0	19.8	1479.2815921700308
59.0	20.8	1373.407417204272
59.0	21.8	1302.1866053646522
59.0	22.8	1287.2329295071097
59.0	23.8	1292.6280889946313
59.0	24.8	1304.188798352696
59.0	25.8	1277.8266665730566
59.0	26.8	1285.4392692711424
59.0	27.8	1226.222784553526
59.0	28.8	1155.1904333602001
59.0	29.8	1114.962072217591
60.0	1.8	388.1580380990911
60.0	2.8	424.9160861591181
60.0	3.8	551.4997093342714
60.0	4.8	625.5996735885345
60.0	5.8	698.4220480591752
60.0	6.8	830.0224977949886
60.0	7.8	928.3218644369445
60.0	8.8	1137.855208404722
60.0	9.8	1430.9260769347677
60.0	10.8	1540.6665129971595
60.0	11.8	1675.4048013671052
60.0	12.8	1768.0667830721213
60.0	13.8	1793.1324607746574
60.0	14.8	1828.5731254454201
60.0	15.8	1687.229008630424
60.0	16.8	1561.1798960853248
60.0	17.8	1486.6098414033745
60.0	18.8	1467.7181034320924
60.0	19.8	1479.2815921700308
60.0	20.8	1373.407417204272
60.0	21.8	1302.1866053646522
60.0	22.8	1287.2329295071097
60.0	23.8	1292.6280889946313
60.0	24.8	1304.188798352696
60.0	25.8	1277.8266665730566
60.0	26.8	1285.4392692711424
60.0	27.8	1226.222784553526
60.0	28.8	1155.1904333602001
60.0	29.8	1114.962072217591
61.0	1.8	388.1580380990911
61.0	2.8	424.9160861591181
61.0	3.8	551.4997093342714
61.0	4.8	625.5996735885345
61.0	5.8	698.4220480591752
61.0	6.8	830.0224977949886
61.0	7.8	928.3218644369445
61.0	8.8	1137.855208404722
61.0	9.8	1430.9260769347677
61.0	10.8	1540.6665129971595
61.0	11.8	1675.4048013671052
61.0	12.8	1768.0667830721213
61.0	13.8	1793.1324607746574
61.0	14.8	1828.5731254454201
61.0	15.8	1687.229008630424
61.0	16.8	1561.1798960853248
61.0	17.8	1486.6098414033745
61.0	18.8	1467.7181034320924
61.0	19.8	1479.2815921700308
61.0	20.8	1373.407417204272
61.0	21.8	1302.1866053646522
61.0	22.8	1287.2329295071097
61.0	23.8	1292.6280889946313
61.0	24.8	1304.188798352696
61.0	25.8	1277.8266665730566
61.0	26.8	1285.4392692711424
61.0	27.8	1226.222784553526
61.0	28.8	1155.1904333602001
61.0	29.8	1114.962072217591
62.0	1.8	388.1580380990911
62.0	2.8	424.9160861591181
62.0	3.8	551.4997093342714
62.0	4.8	625.5996735885345
62.0	5.8	698.4220480591752
62.0	6.8	830.0224977949886
62.0	7.8	928.3218644369445
62.0	8.8	1137.855208404722
62.0	9.8	1430.9260769347677
62.0	10.8	1540.6665129971595
62.0	11.8	1675.4048013671052
62.0	12.8	1768.0667830721213
62.0	13.8	1793.1324607746574
62.0	14.8	1828.5731254454201
62.0	15.8	1687.229008630424
62.0	16.8	1561.1798960853248
62.0	17.8	1486.6098414033745
62.0	18.8	1467.7181034320924
62.0	19.8	1479.2815921700308
62.0	20.8	1373.407417204272
62.0	21.8	1302.1866053646522
62.0	22.8	1287.2329295071097
62.0	23.8	1292.6280889946313
62.0	24.8	1304.188798352696
62.0	25.8	1277.8266665730566
62.0	26.8	1285.4392692711424
62.0	27.8	1226.222784553526
62.0	28.8	1155.1904333602001
62.0	29.8	1114.962072217591
63.0	1.8	388.1580380990911
63.0	2.8	424.9160861591181
63.0	3.8	551.4997093342714
63.0	4.8	625.5996735885345
63.0	5.8	698.4220480591752
63.0	6.8	830.0224977949886
63.0	7.8	928.3218644369445
63.0	8.8	1137.855208404722
63.0	9.8	1430.9260769347677
63.0	10.8	1540.6665129971595
63.0	11.8	1675.4048013671052
63.0	12.8	1768.0667830721213
63.0	13.8	1793.1324607746574
63.0	14.8	1828.5731254454201
63.0	15.8	1687.229008630424
63.0	16.8	1561.1798960853248
63.0	17.8	1486.6098414033745
63.0	18.8	1467.7181034320924
63.0	19.8	1479.2815921700308
63.0	20.8	1373.407417204272
63.0	21.8	1302.1866053646522
63.0	22.8	1287.2329295071097
63.0	23.8	1292.6280889946313
63.0	24.8	1304.188798352696
63.0	25.8	1277.8266665730566
63.0	26.8	1285.4392692711424
63.0	27.8	1226.222784553526
63.0	28.8	1155.1904333602001
63.0	29.8	1114.962072217591
64.0	1.8	388.1580380990911
64.0	2.8	424.9160861591181
64.0	3.8	551.4997093342714
64.0	4.8	625.5996735885345
64.0	5.8	698.4220480591752
64.0	6.8	830.0224977949886
64.0	7.8	928.3218644369445
64.0	8.8	1137.855208404722
64.0	9.8	1430.9260769347677
64.0	10.8	1540.6665129971595
64.0	11.8	1675.4048013671052
64.0	12.8	1768.0667830721213
64.0	13.8	1793.1324607746574
64.0	14.8	1828.5731254454201
64.0	15.8	1687.229008630424
64.0	16.8	1561.1798960853248
64.0	17.8	1486.6098414033745
64.0	18.8	1467.7181034320924
64.0	19.8	1479.2815921700308
64.0	20.8	1373.407417204272
64.0	21.8	1302.1866053646522
64.0	22.8	1287.2329295071097
64.0	23.8	1292.6280889946313
64.0	24.8	1304.188798352696
64.0	25.8	1277.8266665730566
64.0	26.8	1285.4392692711424
64.0	27.8	1226.222784553526
64.0	28.8	1155.1904333602001
64.0	29.8	1114.962072217591
65.0	1.8	388.1580380990911
65.0	2.8	424.9160861591181
65.0	3.8	551.4997093342714
65.0	4.8	625.5996735885345
65.0	5.8	698.4220480591752
65.0	6.8	830.0224977949886
65.0	7.8	928.3218644369445
65.0	8.8	1137.855208404722
65.0	9.8	1430.9260769347677
65.0	10.8	1540.6665129971595
65.0	11.8	1675.4048013671052
65.0	12.8	1768.0667830721213
65.0	13.8	1793.1324607746574
65.0	14.8	1828.5731254454201
65.0	15.8	1687.229008630424
65.0	16.8	1561.1798960853248
65.0	17.8	1486.6098414033745
65.0	18.8	1467.7181034320924
65.0	19.8	1479.2815921700308
65.0	20.8	1373.407417204272
65.0	21.8	1302.1866053646522
65.0	22.8	1287.2329295071097
65.0	23.8	1292.6280889946313
65.0	24.8	1304.188798352696
65.0	25.8	1277.8266665730566
65.0	26.8	1285.4392692711424
65.0	27.8	1226.222784553526
65.0	28.8	1155.1904333602001
65.0	29.8	1114.962072217591
66.0	1.8	388.1580380990911
66.0	2.8	424.9160861591181
66.0	3.8	551.4997093342714
66.0	4.8	625.5996735885345
66.0	5.8	698.4220480591752
66.0	6.8	830.0224977949886
66.0	7.8	928.3218644369445
66.0	8.8	1137.855208404722
66.0	9.8	1430.9260769347677
66.0	10.8	1540.6665129971595
66.0	11.8	1675.4048013671052
66.0	12.8	1768.0667830721213
66.0	13.8	1793.1324607746574
66.0	14.8	1828.5731254454201
66.0	15.8	1687.229008630424
66.0	16.8	1561.1798960853248
66.0	17.8	1486.6098414033745
66.0	18.8	1467.7181034320924
66.0	19.8	1479.2815921700308
66.0	20.8	1373.407417204272
66.0	21.8	1302.1866053646522
66.0	22.8	1287.2329295071097
66.0	23.8	1292.6280889946313
66.0	24.8	1304.188798352696
66.0	25.8	1277.8266665730566
66.0	26.8	1285.4392692711424
66.0	27.8	1226.222784553526
66.0	28.8	1155.1904333602001
66.0	29.8	1114.962072217591
67.0	1.8	388.1580380990911
67.0	2.8	424.9160861591181
67.0	3.8	551.4997093342714
67.0	4.8	625.5996735885345
67.0	5.8	698.4220480591752
67.0	6.8	830.0224977949886
67.0	7.8	928.3218644369445
67.0	8.8	1137.855208404722
67.0	9.8	1430.9260769347677
67.0	10.8	1540.6665129971595
67.0	11.8	1675.4048013671052
67.0	12.8	1768.0667830721213
67.0	13.8	1793.1324607746574
67.0	14.8	1828.5731254454201
67.0	15.8	1687.229008630424
67.0	16.8	1561.1798960853248
67.0	17.8	1486.6098414033745
67.0	18.8	1467.7181034320924
67.0	19.8	1479.2815921700308
67.0	20.8	1373.407417204272
67.0	21.8	1302.1866053646522
67.0	22.8	1287.2329295071097
67.0	23.8	1292.6280889946313
67.0	24.8	1304.188798352696
67.0	25.8	1277.8266665730566
67.0	26.8	1285.4392692711424
67.0	27.8	1226.222784553526
67.0	28.8	1155.1904333602001
67.0	29.8	1114.962072217591
68.0	1.8	388.1580380990911
68.0	2.8	424.9160861591181
68.0	3.8	551.4997093342714
68.0	4.8	625.5996735885345
68.0	5.8	698.4220480591752
68.0	6.8	830.0224977949886
68.0	7.8	928.3218644369445
68.0	8.8	1137.855208404722
68.0	9.8	1430.9260769347677
68.0	10.8	1540.6665129971595
68.0	11.8	1675.4048013671052
68.0	12.8	1768.0667830721213
68.0	13.8	1793.1324607746574
68.0	14.8	1828.5731254454201
68.0	15.8	1687.229008630424
68.0	16.8	1561.1798960853248
68.0	17.8	1486.6098414033745
68.0	18.8	1467.7181034320924
68.0	19.8	1479.2815921700308
68.0	20.8	1373.407417204272
68.0	21.8	1302.1866053646522
68.0	22.8	1287.2329295071097
68.0	23.8	1292.6280889946313
68.0	24.8	1304.188798352696
68.0	25.8	1277.8266665730566
68.0	26.8	1285.4392692711424
68.0	27.8	1226.222784553526
68.0	28.8	1155.1904333602001
68.0	29.8	1114.962072217591
69.0	1.8	388.1580380990911
69.0	2.8	424.9160861591181
69.0	3.8	551.4997093342714
69.0	4.8	625.5996735885345
69.0	5.8	698.4220480591752
69.0	6.8	830.0224977949886
69.0	7.8	928.3218644369445
69.0	8.8	1137.855208404722
69.0	9.8	1430.9260769347677
69.0	10.8	1540.6665129971595
69.0	11.8	1675.4048013671052
69.0	12.8	1768.0667830721213
69.0	13.8	1793.1324607746574
69.0	14.8	1828.5731254454201
69.0	15.8	1687.229008630424
69.0	16.8	1561.1798960853248
69.0	17.8	1486.6098414033745
69.0	18.8	1467.7181034320924
69.0	19.8	1479.2815921700308
69.0	20.8	1373.407417204272
69.0	21.8	1302.1866053646522
69.0	22.8	1287.2329295071097
69.0	23.8	1292.6280889946313
69.0	24.8	1304.188798352696
69.0	25.8	1277.8266665730566
69.0	26.8	1285.4392692711424
69.0	27.8	1226.222784553526
69.0	28.8	1155.1904333602001
69.0	29.8	1114.962072217591
70.0	1.8	388.1580380990911
70.0	2.8	424.9160861591181
70.0	3.8	551.4997093342714
70.0	4.8	625.5996735885345
70.0	5.8	698.4220480591752
70.0	6.8	830.0224977949886
70.0	7.8	928.3218644369445
70.0	8.8	1137.855208404722
70.0	9.8	1430.9260769347677
70.0	10.8	1540.6665129971595
70.0	11.8	1675.4048013671052
70.0	12.8	1768.0667830721213
70.0	13.8	1793.1324607746574
70.0	14.8	1828.5731254454201
70.0	15.8	1687.229008630424
70.0	16.8	1561.1798960853248
70.0	17.8	1486.6098414033745
70.0	18.8	1467.7181034320924
70.0	19.8	1479.2815921700308
70.0	20.8	1373.407417204272
70.0	21.8	1302.1866053646522
70.0	22.8	1287.2329295071097
70.0	23.8	1292.6280889946313
70.0	24.8	1304.188798352696
70.0	25.8	1277.8266665730566
70.0	26.8	1285.4392692711424
70.0	27.8	1226.222784553526
70.0	28.8	1155.1904333602001
70.0	29.8	1114.962072217591
71.0	1.8	388.1580380990911
71.0	2.8	424.9160861591181
71.0	3.8	551.4997093342714
71.0	4.8	625.5996735885345
71.0	5.8	698.4220480591752
71.0	6.8	830.0224977949886
71.0	7.8	928.3218644369445
71.0	8.8	1137.855208404722
71.0	9.8	1430.9260769347677
71.0	10.8	1540.6665129971595
71.0	11.8	1675.4048013671052
71.0	12.8	1768.0667830721213
71.0	13.8	1793.1324607746574
71.0	14.8	1828.5731254454201
71.0	15.8	1687.229008630424
71.0	16.8	1561.1798960853248
71.0	17.8	1486.6098414033745
71.0	18.8	1467.7181034320924
71.0	19.8	1479.2815921700308
71.0	20.8	1373.407417204272
71.0	21.8	1302.1866053646522
71.0	22.8	1287.2329295071097
71.0	23.8	1292.6280889946313
71.0	24.8	1304.188798352696
71.0	25.8	1277.8266665730566
71.0	26.8	1285.4392692711424
71.0	27.8	1226.222784553526
71.0	28.8	1155.1904333602001
71.0	29.8	1114.962072217591
72.0	1.8	388.1580380990911
72.0	2.8	424.9160861591181
72.0	3.8	551.4997093342714
72.0	4.8	625.5996735885345
72.0	5.8	698.4220480591752
72.0	6.8	830.0224977949886
72.0	7.8	928.3218644369445
72.0	8.8	1137.855208404722
72.0	9.8	1430.9260769347677
72.0	10.8	1540.6665129971595
72.0	11.8	1675.4048013671052
72.0	12.8	1768.0667830721213
72.0	13.8	1793.1324607746574
72.0	14.8	1828.5731254454201
72.0	15.8	1687.229008630424
72.0	16.8	1561.1798960853248
72.0	17.8	1486.6098414033745
72.0	18.8	1467.7181034320924
72.0	19.8	1479.2815921700308
72.0	20.8	1373.407417204272
72.0	21.8	1302.1866053646522
72.0	22.8	1287.2329295071097
72.0	23.8	1292.6280889946313
72.0	24.8	1304.188798352696
72.0	25.8	1277.8266665730566
72.0	26.8	1285.4392692711424
72.0	27.8	1226.222784553526
72.0	28.8	1155.1904333602001
72.0	29.8	1114.962072217591
73.0	1.8	388.1580380990911
73.0	2.8	424.9160861591181
73.0	3.8	551.4997093342714
73.0	4.8	625.5996735885345
73.0	5.8	698.4220480591752
73.0	6.8	830.0224977949886
73.0	7.8	928.3218644369445
73.0	8.8	1137.855208404722
73.0	9.8	1430.9260769347677
73.0	10.8	1540.6665129971595
73.0	11.8	1675.4048013671052
73.0	12.8	1768.0667830721213
73.0	13.8	1793.1324607746574
73.0	14.8	1828.5731254454201
73.0	15.8	1687.229008630424
73.0	16.8	1561.1798960853248
73.0	17.8	1486.6098414033745
73.0	18.8	1467.7181034320924
73.0	19.8	1479.2815921700308
73.0	20.8	1373.407417204272
73.0	21.8	1302.1866053646522
73.0	22.8	1287.2329295071097
73.0	23.8	1292.6280889946313
73.0	24.8	1304.188798352696
73.0	25.8	1277.8266665730566
73.0	26.8	1285.4392692711424
73.0	27.8	1226.222784553526
73.0	28.8	1155.1904333602001
73.0	29.8	1114.962072217591
74.0	1.8	388.1580380990911
74.0	2.8	424.9160861591181
74.0	3.8	551.4997093342714
74.0	4.8	625.5996735885345
74.0	5.8	698.4220480591752
74.0	6.8	830.0224977949886
74.0	7.8	928.3218644369445
74.0	8.8	1137.855208404722
74.0	9.8	1430.9260769347677
74.0	10.8	1540.6665129971595
74.0	11.8	1675.4048013671052
74.0	12.8	1768.0667830721213
74.0	13.8	1793.1324607746574
74.0	14.8	1828.5731254454201
74.0	15.8	1687.229008630424
74.0	16.8	1561.1798960853248
74.0	17.8	1486.6098414033745
74.0	18.8	1467.7181034320924
74.0	19.8	1479.2815921700308
74.0	20.8	1373.407417204272
74.0	21.8	1302.1866053646522
74.0	22.8	1287.2329295071097
74.0	23.8	1292.6280889946313
74.0	24.8	1304.188798352696
74.0	25.8	1277.8266665730566
74.0	26.8	1285.4392692711424
74.0	27.8	1226.222784553526
74.0	28.8	1155.1904333602001
74.0	29.8	1114.962072217591
75.0	1.8	388.1580380990911
75.0	2.8	424.9160861591181
75.0	3.8	551.4997093342714
75.0	4.8	625.5996735885345
75.0	5.8	698.4220480591752
75.0	6.8	830.0224977949886
75.0	7.8	928.3218644369445
75.0	8.8	1137.855208404722
75.0	9.8	1430.9260769347677
75.0	10.8	1540.6665129971595
75.0	11.8	1675.4048013671052
75.0	12.8	1768.0667830721213
75.0	13.8	1793.1324607746574
75.0	14.8	1828.5731254454201
75.0	15.8	1687.229008630424
75.0	16.8	1561.1798960853248
75.0	17.8	1486.6098414033745
75.0	18.8	1467.7181034320924
75.0	19.8	1479.2815921700308
75.0	20.8	1373.407417204272
75.0	21.8	1302.1866053646522
75.0	22.8	1287.2329295071097
75.0	23.8	1292.6280889946313
75.0	24.8	1304.188798352696
75.0	25.8	1277.8266665730566
75.0	26.8	1285.4392692711424
75.0	27.8	1226.222784553526
75.0	28.8	1155.1904333602001
75.0	29.8	1114.962072217591
76.0	1.8	388.1580380990911
76.0	2.8	424.9160861591181
76.0	3.8	551.4997093342714
76.0	4.8	625.5996735885345
76.0	5.8	698.4220480591752
76.0	6.8	830.0224977949886
76.0	7.8	928.3218644369445
76.0	8.8	1137.855208404722
76.0	9.8	1430.9260769347677
76.0	10.8	1540.6665129971595
76.0	11.8	1675.4048013671052
76.0	12.8	1768.0667830721213
76.0	13.8	1793.1324607746574
76.0	14.8	1828.5731254454201
76.0	15.8	1687.229008630424
76.0	16.8	1561.1798960853248
76.0	17.8	1486.6098414033745
76.0	18.8	1467.7181034320924
76.0	19.8	1479.2815921700308
76.0	20.8	1373.407417204272
76.0	21.8	1302.1866053646522
76.0	22.8	1287.2329295071097
76.0	23.8	1292.6280889946313
76.0	24.8	1304.188798352696
76.0	25.8	1277.8266665730566
76.0	26.8	1285.4392692711424
76.0	27.8	1226.222784553526
76.0	28.8	1155.1904333602001
76.0	29.8	1114.962072217591
77.0	1.8	388.1580380990911
77.0	2.8	424.9160861591181
77.0	3.8	551.4997093342714
77.0	4.8	625.5996735885345
77.0	5.8	698.4220480591752
77.0	6.8	830.0224977949886
77.0	7.8	928.3218644369445
77.0	8.8	1137.855208404722
77.0	9.8	1430.9260769347677
77.0	10.8	1540.6665129971595
77.0	11.8	1675.4048013671052
77.0	12.8	1768.0667830721213
77.0	13.8	1793.1324607746574
77.0	14.8	1828.5731254454201
77.0	15.8	1687.229008630424
77.0	16.8	1561.1798960853248
77.0	17.8	1486.6098414033745
77.0	18.8	1467.7181034320924
77.0	19.8	1479.2815921700308
77.0	20.8	1373.407417204272
77.0	21.8	1302.1866053646522
77.0	22.8	1287.2329295071097
77.0	23.8	1292.6280889946313
77.0	24.8	1304.188798352696
77.0	25.8	1277.8266665730566
77.0	26.8	1285.4392692711424
77.0	27.8	1226.222784553526
77.0	28.8	1155.1904333602001
77.0	29.8	1114.962072217591
78.0	1.8	388.1580380990911
78.0	2.8	424.9160861591181
78.0	3.8	551.4997093342714
78.0	4.8	625.5996735885345
78.0	5.8	698.4220480591752
78.0	6.8	830.0224977949886
78.0	7.8	928.3218644369445
78.0	8.8	1137.855208404722
78.0	9.8	1430.9260769347677
78.0	10.8	1540.6665129971595
78.0	11.8	1675.4048013671052
78.0	12.8	1768.0667830721213
78.0	13.8	1793.1324607746574
78.0	14.8	1828.5731254454201
78.0	15.8	1687.229008630424
78.0	16.8	1561.1798960853248
78.0	17.8	1486.6098414033745
78.0	18.8	1467.7181034320924
78.0	19.8	1479.2815921700308
78.0	20.8	1373.407417204272
78.0	21.8	1302.1866053646522
78.0	22.8	1287.2329295071097
78.0	23.8	1292.6280889946313
78.0	24.8	1304.188798352696
78.0	25.8	1277.8266665730566
78.0	26.8	1285.4392692711424
78.0	27.8	1226.222784553526
78.0	28.8	1155.1904333602001
78.0	29.8	1114.962072217591
79.0	1.8	388.1580380990911
79.0	2.8	424.9160861591181
79.0	3.8	551.4997093342714
79.0	4.8	625.5996735885345
79.0	5.8	698.4220480591752
79.0	6.8	830.0224977949886
79.0	7.8	928.3218644369445
79.0	8.8	1137.855208404722
79.0	9.8	1430.9260769347677
79.0	10.8	1540.6665129971595
79.0	11.8	1675.4048013671052
79.0	12.8	1768.0667830721213
79.0	13.8	1793.1324607746574
79.0	14.8	1828.5731254454201
79.0	15.8	1687.229008630424
79.0	16.8	1561.1798960853248
79.0	17.8	1486.6098414033745
79.0	18.8	1467.7181034320924
79.0	19.8	1479.2815921700308
79.0	20.8	1373.407417204272
79.0	21.8	1302.1866053646522
79.0	22.8	1287.2329295071097
79.0	23.8	1292.6280889946313
79.0	24.8	1304.188798352696
79.0	25.8	1277.8266665730566
79.0	26.8	1285.4392692711424
79.0	27.8	1226.222784553526
79.0	28.8	1155.1904333602001
79.0	29.8	1114.962072217591
80.0	1.8	388.1580380990911
80.0	2.8	424.9160861591181
80.0	3.8	551.4997093342714
80.0	4.8	625.5996735885345
80.0	5.8	698.4220480591752
80.0	6.8	830.0224977949886
80.0	7.8	928.3218644369445
80.0	8.8	1137.855208404722
80.0	9.8	1430.9260769347677
80.0	10.8	1540.6665129971595
80.0	11.8	1675.4048013671052
80.0	12.8	1768.0667830721213
80.0	13.8	1793.1324607746574
80.0	14.8	1828.5731254454201
80.0	15.8	1687.229008630424
80.0	16.8	1561.1798960853248
80.0	17.8	1486.6098414033745
80.0	18.8	1467.7181034320924
80.0	19.8	1479.2815921700308
80.0	20.8	1373.407417204272
80.0	21.8	1302.1866053646522
80.0	22.8	1287.2329295071097
80.0	23.8	1292.6280889946313
80.0	24.8	1304.188798352696
80.0	25.8	1277.8266665730566
80.0	26.8	1285.4392692711424
80.0	27.8	1226.222784553526
80.0	28.8	1155.1904333602001
80.0	29.8	1114.962072217591
81.0	1.8	388.1580380990911
81.0	2.8	424.9160861591181
81.0	3.8	551.4997093342714
81.0	4.8	625.5996735885345
81.0	5.8	698.4220480591752
81.0	6.8	830.0224977949886
81.0	7.8	928.3218644369445
81.0	8.8	1137.855208404722
81.0	9.8	1430.9260769347677
81.0	10.8	1540.6665129971595
81.0	11.8	1675.4048013671052
81.0	12.8	1768.0667830721213
81.0	13.8	1793.1324607746574
81.0	14.8	1828.5731254454201
81.0	15.8	1687.229008630424
81.0	16.8	1561.1798960853248
81.0	17.8	1486.6098414033745
81.0	18.8	1467.7181034320924
81.0	19.8	1479.2815921700308
81.0	20.8	1373.407417204272
81.0	21.8	1302.1866053646522
81.0	22.8	1287.2329295071097
81.0	23.8	1292.6280889946313
81.0	24.8	1304.188798352696
81.0	25.8	1277.8266665730566
81.0	26.8	1285.4392692711424
81.0	27.8	1226.222784553526
81.0	28.8	1155.1904333602001
81.0	29.8	1114.962072217591
82.0	1.8	388.1580380990911
82.0	2.8	424.9160861591181
82.0	3.8	551.4997093342714
82.0	4.8	625.5996735885345
82.0	5.8	698.4220480591752
82.0	6.8	830.0224977949886
82.0	7.8	928.3218644369445
82.0	8.8	1137.855208404722
82.0	9.8	1430.9260769347677
82.0	10.8	1540.6665129971595
82.0	11.8	1675.4048013671052
82.0	12.8	1768.0667830721213
82.0	13.8	1793.1324607746574
82.0	14.8	1828.5731254454201
82.0	15.8	1687.229008630424
82.0	16.8	1561.1798960853248
82.0	17.8	1486.6098414033745
82.0	18.8	1467.7181034320924
82.0	19.8	1479.2815921700308
82.0	20.8	1373.407417204272
82.0	21.8	1302.1866053646522
82.0	22.8	1287.2329295071097
82.0	23.8	1292.6280889946313
82.0	24.8	1304.188798352696
82.0	25.8	1277.8266665730566
82.0	26.8	1285.4392692711424
82.0	27.8	1226.222784553526
82.0	28.8	1155.1904333602001
82.0	29.8	1114.962072217591
83.0	1.8	388.1580380990911
83.0	2.8	424.9160861591181
83.0	3.8	551.4997093342714
83.0	4.8	625.5996735885345
83.0	5.8	698.4220480591752
83.0	6.8	830.0224977949886
83.0	7.8	928.3218644369445
83.0	8.8	1137.855208404722
83.0	9.8	1430.9260769347677
83.0	10.8	1540.6665129971595
83.0	11.8	1675.4048013671052
83.0	12.8	1768.0667830721213
83.0	13.8	1793.1324607746574
83.0	14.8	1828.5731254454201
83.0	15.8	1687.229008630424
83.0	16.8	1561.1798960853248
83.0	17.8	1486.6098414033745
83.0	18.8	1467.7181034320924
83.0	19.8	1479.2815921700308
83.0	20.8	1373.407417204272
83.0	21.8	1302.1866053646522
83.0	22.8	1287.2329295071097
83.0	23.8	1292.6280889946313
83.0	24.8	1304.188798352696
83.0	25.8	1277.8266665730566
83.0	26.8	1285.4392692711424
83.0	27.8	1226.222784553526
83.0	28.8	1155.1904333602001
83.0	29.8	1114.962072217591
84.0	1.8	388.1580380990911
84.0	2.8	424.9160861591181
84.0	3.8	551.4997093342714
84.0	4.8	625.5996735885345
84.0	5.8	698.4220480591752
84.0	6.8	830.0224977949886
84.0	7.8	928.3218644369445
84.0	8.8	1137.855208404722
84.0	9.8	1430.9260769347677
84.0	10.8	1540.6665129971595
84.0	11.8	1675.4048013671052
84.0	12.8	1768.0667830721213
84.0	13.8	1793.1324607746574
84.0	14.8	1828.5731254454201
84.0	15.8	1687.229008630424
84.0	16.8	1561.1798960853248
84.0	17.8	1486.6098414033745
84.0	18.8	1467.7181034320924
84.0	19.8	1479.2815921700308
84.0	20.8	1373.407417204272
84.0	21.8	1302.1866053646522
84.0	22.8	1287.2329295071097
84.0	23.8	1292.6280889946313
84.0	24.8	1304.188798352696
84.0	25.8	1277.8266665730566
84.0	26.8	1285.4392692711424
84.0	27.8	1226.222784553526
84.0	28.8	1155.1904333602001
84.0	29.8	1114.962072217591
85.0	1.8	388.1580380990911
85.0	2.8	424.9160861591181
85.0	3.8	551.4997093342714
85.0	4.8	625.5996735885345
85.0	5.8	698.4220480591752
85.0	6.8	830.0224977949886
85.0	7.8	928.3218644369445
85.0	8.8	1137.855208404722
85.0	9.8	1430.9260769347677
85.0	10.8	1540.6665129971595
85.0	11.8	1675.4048013671052
85.0	12.8	1768.0667830721213
85.0	13.8	1793.1324607746574
85.0	14.8	1828.5731254454201
85.0	15.8	1687.229008630424
85.0	16.8	1561.1798960853248
85.0	17.8	1486.6098414033745
85.0	18.8	1467.7181034320924
85.0	19.8	1479.2815921700308
85.0	20.8	1373.407417204272
85.0	21.8	1302.1866053646522
85.0	22.8	1287.2329295071097
85.0	23.8	1292.6280889946313
85.0	24.8	1304.188798352696
85.0	25.8	1277.8266665730566
85.0	26.8	1285.4392692711424
85.0	27.8	1226.222784553526
85.0	28.8	1155.1904333602001
85.0	29.8	1114.962072217591
86.0	1.8	388.1580380990911
86.0	2.8	424.9160861591181
86.0	3.8	551.4997093342714
86.0	4.8	625.5996735885345
86.0	5.8	698.4220480591752
86.0	6.8	830.0224977949886
86.0	7.8	928.3218644369445
86.0	8.8	1137.855208404722
86.0	9.8	1430.9260769347677
86.0	10.8	1540.6665129971595
86.0	11.8	1675.4048013671052
86.0	12.8	1768.0667830721213
86.0	13.8	1793.1324607746574
86.0	14.8	1828.5731254454201
86.0	15.8	1687.229008630424
86.0	16.8	1561.1798960853248
86.0	17.8	1486.6098414033745
86.0	18.8	1467.7181034320924
86.0	19.8	1479.2815921700308
86.0	20.8	1373.407417204272
86.0	21.8	1302.1866053646522
86.0	22.8	1287.2329295071097
86.0	23.8	1292.6280889946313
86.0	24.8	1304.188798352696
86.0	25.8	1277.8266665730566
86.0	26.8	1285.4392692711424
86.0	27.8	1226.222784553526
86.0	28.8	1155.1904333602001
86.0	29.8	1114.962072217591
87.0	1.8	388.1580380990911
87.0	2.8	424.9160861591181
87.0	3.8	551.4997093342714
87.0	4.8	625.5996735885345
87.0	5.8	698.4220480591752
87.0	6.8	830.0224977949886
87.0	7.8	928.3218644369445
87.0	8.8	1137.855208404722
87.0	9.8	1430.9260769347677
